comment
534|we did tip , i guess the model / waitress just wanted more and complained to the manager .;
535|pizza here is consistently good .;
536|salads are a delicious way to begin the meal .;
537|it is thick and slightly soggy .;
538|decor is charming .;
539|service is average .;
540|what a great place .;
541|the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .;
542|i was n ' t thrilled to have to wait on line for thirty minutes , but i guess that ' s the price you pay for a popular place .;
543|i would definitely recommend sea if you like thai cuisine !;
544|i was here a few weeks back and we had the worst customer service experience at a restaurant ever .;
545|a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .;
546|while it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .;
547|never again !;
548|i absolutely loved this place .;
549|excellent atmosphere , delicious dishes good and friendly service .;
550|this is can became on e of the ny italian food fare institutions .;
551|i think that it is absolutely brilliant and well runned business operation .;
552|the wine list is also really nice .;
553|i have been to casimir over 5 times and i have always had a great time there .;
554|the food is great and reasonably priced .;
555|i have tried to make reservations , but both times , the hostess did n ' t have my name .;
556|if the weather is nice , try to snag an outside table .;
557|the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .;
558|my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .;
559|from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .;
560|considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .;
561|i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .;
562|nice family owned traditional restaurant .;
563|i was pleasantly surprised to find this gem in hoboken .;
564|i found the food to be outstanding , particulary the salmon dish i had .;
565|i also ordered the change mojito , which was out of this world .;
566|my friends settled for rice dishes , but we came back the following day to try the dim sum , which was good . . . not outstanding , but good .;
567|we ate out in the back patio , which is worth it as it ' s cool and the music is hear well there .;
568|overall , excellent restaurant !;
569|the food was good .;
570|the place was nice and calm .;
571|but the service was a bit slow .;
572|the buffet had a nice selection .;
573|the food was average or above including some surprising tasty dishes .;
574|service was also very good .;
575|i would go back .;
576|i got an excellent piece of cheesecake and we had several other nice pastries .;
577|i would recommend roxy ' s for that , but not for their food .;
578|my son and his girlfriend both wanted cheeseburgers and they were huge !;
579|but , they were too big for the bun .;
580|consequently , their burgers fell apart in their hands and made such a mess that they did ' nt feel like finishing them .;
581|also they were $ 15 each !;
582|i had a huge pastrami sandwich on a roll .;
583|it was $ 14 not really bad for a pound of pastrami - but it did n ' t have much taste - i ' ve had better for less elsewhere !;
584|this place is really trendi but they have forgotten about the most important part of a restaurant , the food .;
585|the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .;
586|and the tom kha soup was pathetic .;
587|if you want good authentic thai this place is not the place to go .;
588|we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .;
589|the pesto pizza was excellent , thin - crust pizza with a nice amount of spicy italian cheese that i ' d never heard of before .;
590|conveniently located too , being right on bedford ave .;
591|the back garden sitting area is very pleasant , where you can see their personal herb garden .;
592|we had the lobster sandwich and it was fantastic .;
593|my husband said he could ' ve eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .;
594|we had the scallops as an appetizer and they were delicious and the sauce was wonderful .;
595|we waited at the bar and had martinis that were just right .;
596|love the food .;
597|it ' s the only place you can get yummy authentic japanese comfort food .;
598|and you ca n ' t beat the prices .;
599|i ' ve lived in ny for 5 years and this place has it all .;
600|great food , good size menu , great service and an unpretensious setting .;
601|the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) .;
602|i ' m glad i was introduced to this place and this is a rare gem in ny .;
603|the freshest , best variety , and the fastest delivery .;
604|also very inexpensive .;
605|the service was excellent and the food was delicious .;
606|we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .;
607|definitely a great spot for a nice occasion or date .;
608|average to good thai food , but terrible delivery .;
609|i ' ve waited over one hour for food .;
610|they were very abrupt with me when i called and actually claimed the food was late because they were out of rice .;
611|a thai restaurant out of rice during dinner ?;
612|the food arrived 20 minutes after i called , cold and soggy .;
613|this is a wonderful place on all stand points especially value ofr money .;
614|an excellent service;
615|we were greeted promptly by the waiter who was very nice and cordial .;
616|she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food .;
617|the food looked very appetizing and delicious since it came on a variety of fancy plates .;
618|we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .;
619|i thanked my friend who recommended me this restaurant and will certainly recommend it to others .;
620|service here was great , food was fantastic .;
621|guacamole + shrimp appetizer was really great , we both had the filet , very good , did n ' t much like the frites that came with , but the filet was so good , neither of us cared .;
622|will absolutely visit again .;
623|you can not go wrong with this place .;
624|the food is outstanding and the service is quick , friendly and very professional .;
625|always a nice crowd , but never loud .;
626|go here .;
627|good for dates or with friends .;
628|i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .;
629|however , it is jus too good to not praise it .;
630|by far , the best pizza in manhattan .;
631|the crust is thin , the ingredients are fresh and the staff is friendly .;
632|the menu has so many fish items and oysters .;
633|the fish was really , really fresh .;
634|we all agreed that mare is one of the best seafood restaurants in new york .;
635|i stumbled upon this great pizzeria as i explored my new neighborhood .;
636|all of the pizzas are terrific and the price is even better !;
637|i highly recommend the sophia pizza .;
638|it ' s to die for !;
639|the food was mediocre at best but it was the horrible service that made me vow never to go back .;
640|immediately after we paid , the waiter took the money and said , okay , you guys are outta here .;
641|so rushing us out was absolutely unnecessary !;
642|for the people who want great food plus great service , roxy is a place to avoid !;
643|the first time the sushi was outstanding , the second time it was a little bland .;
644|i ' m sure i ' ll return for a final judgement tho .;
645|the blond wood decor is very soothing , the premium sake is excellent and the service is great .;
646|mizu is the japenese find in grammercy .;
647|while their kitchen food is delicious , their sushi is out of this world .;
648|mizu is home to creative and unique rolls not to found anywhere else .;
649|not only is the cuisine the best around , the service has always been attentive and charming .;
650|warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !;
